id,task_type,prompt,quality_level,quality_score,grade,hallucination_risk,clarity,specificity,structure,constraints,decisions
100093,other,"Role: Training developer for pharmaceutical certification.

Task: Design certification program curriculum for pharmaceutical professionals.

Instructions:
1. Learning objectives
2. Module structure (10 modules)
3. Assessment design
4. Practical exercises

Constraints:
- Industry accreditation
- Blended learning
- Completion tracking

Output Format: Curriculum guide with LMS upload.

Company: Acme Corp
Product: aerospace suite
Ref: 3409-PHA",high,94,A,0.16,4,5,4,5,Missing glossary | Measurable outcomes stated | Clear role definition | Timeline specified
100094,post,"post on technology topic

Product: agriculture system
Audience: clients
Timeline: Q2 2024
Ref: 4652-TEC",low,21,F,0.13,1,2,2,1,No quality standards | Incomplete background info | Assumptions documented | No fallback options | Reference materials cited
100095,code,"code request: retail focus area. Should explain concepts clearly with supporting data. Around 5-10 pages/slides.

Ref: 4864-RET",medium,72,C,0.43,3,2,3,4,Strong constraints provided | Well-structured sections | Version control noted | No accessibility considerations
100096,creative,"help with technology creative

Timeline: Q1 2024
Ref: 6913-TEC",low,34,F,0.11,1,2,2,2,Dependencies outlined | Lacks prioritization | Clear role definition | Well-structured sections | Strong constraints provided
100097,image,"transportation image please

Audience: employees
Ref: 6400-TRA",low,21,F,0.58,3,2,2,1,Lacks success criteria | Timeline specified | Comprehensive context provided | Reference materials cited
100098,creative,"Help me create a creative focused on marketing. It needs to be clear and organized. Target audience is managers.

Ref: 6431-MAR",medium,80,B,0.42,2,3,3,4,Lacks success criteria | Missing examples | Scope clearly defined
100099,video,"Create a video about biotech. Include some best practices and make it professional. Should be useful for a team meeting.

Timeline: next quarter
Ref: 2374-BIO",medium,67,D,0.5,4,4,4,4,Incomplete background info | Well-structured sections | Feedback mechanism included
100100,post,"make a post about marketing

Company: Pinnacle Co
Ref: 9683-MAR",low,48,F,0.78,3,2,2,1,Detailed methodology included | No accessibility considerations
100101,document,"Role: Operations manual writer for healthcare company.

Task: Develop standard operating procedures manual.

Instructions:
1. Process flowcharts
2. Step-by-step instructions
3. Quality checkpoints
4. Emergency procedures

Constraints:
- ISO compliance
- Regular review cycle
- Training integration

Output Format: Word document with visual aids and checklists.

Product: consulting solution
Audience: developers
Ref: 5591-HEA",high,96,A,0.8,4,4,4,4,Comprehensive context provided | Reference materials cited | No quality standards
100102,video,"video entertainment help

Timeline: next quarter
Ref: 8292-ENT",low,44,F,0.64,3,2,2,2,No escalation path | Inconsistent terminology | Feedback mechanism included
100103,email,"email needed asap finance

Audience: board members
Ref: 1221-FIN",low,52,F,0.87,2,1,1,2,Measurable outcomes stated | Unclear ownership | Output format specified
100104,presentation,"Create a presentation about aerospace. Include some best practices and make it professional. Should be useful for a team meeting.

Product: government engine
Timeline: weekly
Ref: 8151-AER",medium,84,B,0.35,4,3,2,3,Strong constraints provided | Assumptions documented | Lacks success criteria
100105,report,"Role: Sustainability consultant for manufacturing companies.

Task: Produce ESG (Environmental, Social, Governance) impact report.

Instructions:
1. Carbon footprint analysis
2. Social impact metrics
3. Governance structure review
4. Future commitments

Constraints:
- GRI standards compliance
- Third-party verification
- Stakeholder engagement

Output Format: PDF report with data appendices.

Ref: 5988-MAN",high,91,A,0.75,4,4,4,4,Missing examples | Measurable outcomes stated
100106,document,"Role: UX researcher documenting government user studies.

Task: Create usability testing report for government application.

Instructions:
1. Research methodology
2. Participant demographics
3. Task completion rates
4. Key findings and recommendations

Constraints:
- Statistical analysis included
- Video clip references
- Actionable next steps

Output Format: PDF report with executive summary.

Audience: analysts
Ref: 6442-GOV",high,100,A,0.36,4,4,5,5,No escalation path | Missing glossary | Timeline specified | Missing examples | Assumptions documented
100107,image,"do a image about sports things

Audience: developers
Ref: 2048-SPO",low,24,F,0.56,1,1,2,1,No review process | Lacks success criteria | Well-structured sections | Measurable outcomes stated
100108,code,"Help me create a code focused on cybersecurity. It needs to be clear and organized. Target audience is managers.

Product: agriculture suite
Audience: marketing team
Platform: Vue
Ref: 4267-CYB",medium,67,D,0.56,3,2,3,2,Assumptions documented | Clear role definition | Actionable instructions | Scope clearly defined | Measurable outcomes stated
100109,email,"Create email content for pharmaceutical use case. Structure: problem, solution, results. Make it persuasive.

Product: aerospace portal
Timeline: FY2024
Ref: 6262-PHA",medium,82,B,0.51,3,2,2,3,No quality standards | No fallback options | Vague objective statement | Incomplete background info
100110,code,"Task: code for manufacturing project

Requirements:
- Cover basics
- Include visuals
- Make it engaging

Deadline is next week.

Audience: administrators
Ref: 5275-MAN",medium,74,C,0.46,3,2,3,3,Strong constraints provided | No deadline specified | Inconsistent terminology | Reference materials cited | No review process
100111,creative,"need creative for research stuff

Audience: employees
Ref: 4987-RES",low,42,F,0.7,3,2,2,2,Professional tone maintained | Lacks prioritization
100112,presentation,"Task: presentation for research project

Requirements:
- Cover basics
- Include visuals
- Make it engaging

Deadline is next week.

Company: Stellar Tech
Ref: 9070-RES",medium,70,C,0.49,4,3,2,3,No quality standards | Timeline specified | Reference materials cited | Strong constraints provided
100113,document,"Working on a document for manufacturing team. Needs to be informative but not too technical. Include actionable items.

Ref: 9556-MAN",medium,78,C,0.4,2,2,3,2,Professional tone maintained | Version control noted | No risk assessment | Feedback mechanism included | No fallback options
100114,document,"make document for work real estate

Timeline: Q4 2024
Ref: 9159-REA",low,36,F,0.22,3,2,2,2,Stakeholders identified | Feedback mechanism included
100115,image,"Role: UI/UX designer for marketing applications.

Task: Design a mobile app onboarding flow with 5 screens.

Instructions:
1. Create wireframes first, then high-fidelity mockups
2. Include progress indicators
3. Design for iOS and Android
4. Add micro-interaction specifications

Constraints:
- Follow Material Design 3 guidelines
- Accessible color contrast (4.5:1 minimum)
- Figma deliverables

Output Format: Figma file link with component library.

Audience: executives
Ref: 6912-MAR",high,96,A,0.78,5,4,5,4,Lacks success criteria | Detailed methodology included | Lacks formatting guidance | Compliance requirements listed
100116,presentation,"Need assistance with presentation for energy client. Key points to cover: overview, benefits, implementation. Thanks!

Ref: 5688-ENE",medium,74,C,0.32,4,4,2,2,Missing examples | Technical requirements clear
100117,video,"video hospitality help

Company: Pinnacle Co
Audience: analysts
Ref: 5884-HOS",low,27,F,0.82,2,1,2,2,Professional tone maintained | Feedback mechanism included | Clear role definition
100118,creative,"Role: Poet commissioned for healthcare anthology.

Task: Write collection of 10 poems exploring healthcare themes.

Instructions:
1. Varied forms (sonnet, free verse, haiku)
2. Metaphorical language
3. Emotional resonance
4. Thematic connections

Constraints:
- Original imagery
- Consistent voice
- Publication-ready

Output Format: Manuscript with author notes.

Company: Fusion Brands
Product: sports service
Ref: 8130-HEA",high,86,B,0.13,4,4,4,5,No escalation path | Comprehensive context provided | Professional tone maintained | Feedback mechanism included
100119,presentation,"presentation on finance topic

Product: transportation interface
Audience: managers
Ref: 7883-FIN",low,61,D,0.24,2,1,1,2,Stakeholders identified | Success metrics defined | Assumptions documented | Missing examples | Strong constraints provided
100120,data_analysis,"Role: Operations analyst optimizing research supply chain.

Task: Analyze research logistics data for efficiency improvements.

Instructions:
1. Route optimization analysis
2. Inventory turnover metrics
3. Cost-benefit modeling
4. Bottleneck identification

Constraints:
- Lean methodology
- ROI calculations
- Implementation roadmap

Output Format: Excel model with PowerPoint recommendations.

Company: Pinnacle Co
Product: aerospace application
Ref: 3027-RES",high,87,B,0.27,5,5,4,5,Specific deliverables mentioned | Reference materials cited
100121,code,"make code for work technology

Ref: 8101-TEC",low,64,D,0.62,3,2,2,2,No deadline specified | Actionable instructions | Dependencies outlined
100122,code,"Role: Experienced software architect in finance systems.

Task: Design and implement a RESTful API using FastAPI for managing user authentication and authorization.

Instructions:
1. Implement JWT token-based authentication
2. Include role-based access control (RBAC)
3. Add rate limiting (100 requests/minute)
4. Provide OpenAPI documentation

Constraints:
- Async/await patterns required
- SQLAlchemy for ORM
- Docker containerization

Output Format: Complete project structure with main.py, models.py, schemas.py, and Dockerfile.

Product: sports framework
Ref: 2965-FIN",high,91,A,0.21,4,5,5,5,Feedback mechanism included | Lacks formatting guidance | Technical requirements clear | Missing data source | Output format specified
